Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous
the gold bell.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the gold cap.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the gold crown.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the gold glove.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the gold guy.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the gold honey.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the gold leaf.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the gold money.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,3
the gold necklace.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the gold road.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the gold star.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the gold teeth.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the gold tooth.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,3
the golf ball.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the golf mountain.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1
the golf shirt.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the goose mother.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the gorilla baby.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the gorilla blood.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the grape farmer.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the grape juice.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the grape vine.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the grass field.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the grass hay.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,2
the grass lemon.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the gun bag.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the gun bullet.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the gun dollar.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1
the gun fire.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the gun moose.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1
the gun nail.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the gun nut.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the gun pill.,Makes Sense,1,0,Nonsense,0,1,Nonsense,0,0
the guy coffee.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the guy coin.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the guy cop.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1
the guy field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the guy gold.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the guy heart.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the guy hotel.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the guy lawn.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the guy meat.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the guy painting.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the guy picture.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the guy radio.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the guy rocket.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the guy telephone.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the guy weed.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1
the gym bag.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,4
the gym home.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,2
the gym rat.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the gym school.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the ham radio.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the harbour house.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the hawk chicken.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,1
the hawk mother.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,3
the hay field.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the hay summer.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the headlight bike.,Makes Sense,1,3,Nonsense,0,3,Makes Sense,1,3
the headlight bulb.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the headlight door.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0
the heart flag.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the heart guy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,0
the heart pearl.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the heart surgeon.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,4
the helmet army.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,4
the helmet dwarf.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the helmet mirror.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1
the hen house.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the hen mother.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the hill foot.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the holiday golf.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the holiday home.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the holiday school.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the home bike.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,2
the home boy.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the home brick.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,2
the home bus.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the home cab.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the home cattle.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1
the home field.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the home fire.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,2
the home garden.,Makes Sense,1,4,Makes Sense,1,2,Makes Sense,1,4
the home gym.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the home holiday.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,3
the home library.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the home oven.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the home radio.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,2
the home refrigerator.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the home school.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the home shepherd.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the home stove.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3
the home summer.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the home taxi.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the home telephone.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the home television.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the home window.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the home winter.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,2
the honey cake.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the honey gold.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the honey pie.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,2
the honey pot.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the horse barn.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the horse book.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the horse cab.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the horse shoe.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the hospital army.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,2
the hospital building.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the hospital lawn.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the hospital pants.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the hospital refrigerator.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the hospital surgeon.,Makes Sense,1,4,Makes Sense,1,4,Makes Sense,1,4
the hotel cafe.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the hotel guy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the hotel pool.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the hotel restaurant.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the hotel window.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the house baby.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the house beach.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3
the house bedroom.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the house building.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the house chocolate.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the house door.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the house flea.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,2
the house grass.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1
the house harbour.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the house jail.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1
the house lake.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the house magazine.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the house milk.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,0
the house mouse.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,4
the house nut.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the house pet.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the house phone.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,2
the house plant.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the house pool.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the house rainbow.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the house school.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the house sheet.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the house square.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the house star.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0
the house summer.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the house telephone.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the house tree.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the house wife.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the hurricane cycle.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the hurricane summer.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the ice bag.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the ice banana.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the ice bullet.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the ice cap.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the ice chocolate.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the ice mountain.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the ice strawberry.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the infant child.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the infant gorilla.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the infant milk.,Makes Sense,1,4,Makes Sense,1,2,Makes Sense,1,3
the infant puppy.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the infant seat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the infant stage.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the infant star.,Nonsense,0,4,Makes Sense,1,2,Nonsense,0,1
the island prison.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the island sand.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the jacket army.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the jacket book.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the jacket rain.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the jacket ski.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the jail doctor.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the jail house.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the jail phone.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,2
the jail road.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the jar bell.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the jar lid.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the jaw neck.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the jaw surgeon.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,1
the jaw teeth.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the jockey lawn.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the judge school.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the juice baby.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the juice cranberry.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the juice grape.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the juice lemon.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the juice orange.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the juice pickle.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the juice snake.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the juice tomato.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,2
the kangaroo meat.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3
the key arrow.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the key book.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the key boot.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0
the key church.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the kitchen chair.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the kitchen dish.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the kitchen door.,Makes Sense,1,4,Makes Sense,1,2,Makes Sense,1,4
the kitchen drawer.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,4
the kitchen field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the kitchen knife.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the kitchen oven.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the kitchen window.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the kitten pet.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the kitten stage.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,2
the kitten tiger.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the knee cap.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the knee pants.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,3
the knife army.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the knife bread.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,2
the knife butter.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the knife drawer.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the knife magazine.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the knife pen.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,2
the knife steak.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the lake deer.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,2
the lake forest.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the lake house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the lake mountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the lake river.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the lamb meat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the lawn chair.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the lawn forest.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the lawn guy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the lawn hospital.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1
the leaf autumn.,Makes Sense,1,4,Makes Sense,1,2,Makes Sense,1,3
the leaf banana.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the leaf flower.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the leaf gold.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the leg bike.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1
the leg bird.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0
the leg chair.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the leg deer.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1
the leg fork.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1
the leg frog.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1
the leg jeans.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,3
the leg pants.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,3
the leg square.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1
the lemon cake.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the lemon juice.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the lemon pepper.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the lemon plant.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the lemon skin.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the leopard skin.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the lettuce leaf.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the library book.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,4
the library chess.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the library church.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the library door.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the library home.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the library shelf.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the library tape.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the library toilet.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1
the lid bowl.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,3
the lid coffin.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the lid jar.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the lid piano.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the lid seat.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the lid toilet.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the lion sea.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1
the lizard corpse.,Makes Sense,1,2,Nonsense,0,1,Nonsense,0,1
the lizard tongue.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the lobster fisherman.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the log cabin.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the log chocolate.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the log pond.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the log radio.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1
the log square.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0
the log telephone.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0
the macaroni salad.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the magazine automobile.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the magazine bird.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the magazine car.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1
the magazine cat.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the magazine dog.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the magazine house.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,2
the magazine knife.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the magazine plant.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the magazine radio.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the magazine skin.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the mansion house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the mansion school.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the marble building.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the marble cake.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the mask face.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the mask fox.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the mask money.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,1
the mask ski.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the mattress baby.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the meadow mountain.,Nonsense,0,3,Nonsense,0,3,Makes Sense,1,3
the meat bird.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,3
the meat cat.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the meat chicken.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,2
the meat crab.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the meat deer.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the meat donkey.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,2
the meat duck.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,3
the meat guy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the meat kangaroo.,Makes Sense,1,2,Nonsense,0,2,Makes Sense,1,2
the meat lamb.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the meat penguin.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,1
the meat pig.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3
the meat tiger.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the meat whale.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the meat wolf.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the menu boot.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,0
the menu breakfast.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the menu garden.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the menu phone.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the menu screen.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the midnight cop.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the milk baby.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the milk bottle.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the milk breast.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the milk cottage.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the milk crate.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the milk door.,Makes Sense,1,2,Makes Sense,1,1,Nonsense,0,1
the milk horse.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the milk house.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the milk infant.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the milk kitten.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the milk mouse.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the milk nut.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the milk rabbit.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the milk sugar.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the milk teeth.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,1
the milk thistle.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the milk truck.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the milk whale.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1
the mirror book.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the mirror helmet.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the money bag.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,4
the money blood.,Makes Sense,1,1,Makes Sense,1,1,Nonsense,0,0
the money candy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the money cigarette.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the money clothes.,Nonsense,0,1,Makes Sense,1,1,Nonsense,0,1
the money gold.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,3
the money mask.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the money orchestra.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,0
the money pill.,Makes Sense,1,1,Makes Sense,1,3,Makes Sense,1,0
the money pot.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the moon cycle.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the moon earth.,Nonsense,0,3,Nonsense,0,3,Nonsense,0,1
the moose bull.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the moose gun.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the mother blood.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1
the mother cat.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,3
the mother child.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,4
the mother chimp.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the mother dog.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the mother dress.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,3
the mother goose.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,4
the mother hawk.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the mother hen.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the mother rainbow.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the mother ship.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,2
the mother tongue.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,4
the mountain bike.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the mountain candy.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1
